"userID","placeID","rating","food_rating","service_rating","latitude","longitude","smoker","drink_level","dress_preference","ambience","transport","marital_status","hijos","birth_year","interest","personality","religion","activity","color","weight","budget","height"
"U1004",132958,2,2,2,18.867,-99.183,"false","abstemious","informal","family","public","single","independent",1940,"variety","hard-worker","none","professional","green",44,"medium",1.53
"U1004",135032,2,2,2,18.867,-99.183,"false","abstemious","informal","family","public","single","independent",1940,"variety","hard-worker","none","professional","green",44,"medium",1.53
"U1004",135106,2,2,2,18.867,-99.183,"false","abstemious","informal","family","public","single","independent",1940,"variety","hard-worker","none","professional","green",44,"medium",1.53
"U1004",135028,2,2,2,18.867,-99.183,"false","abstemious","informal","family","public","single","independent",1940,"variety","hard-worker","none","professional","green",44,"medium",1.53
"U1004",132955,2,2,2,18.867,-99.183,"false","abstemious","informal","family","public","single","independent",1940,"variety","hard-worker","none","professional","green",44,"medium",1.53
"U1004",135062,2,2,1,18.867,-99.183,"false","abstemious","informal","family","public","single","independent",1940,"variety","hard-worker","none","professional","green",44,"medium",1.53
"U1004",132954,2,2,2,18.867,-99.183,"false","abstemious","informal","family","public","single","independent",1940,"variety","hard-worker","none","professional","green",44,"medium",1.53
"U1005",135057,1,2,1,22.183477,-100.959891,"false","abstemious","no preference","family","public","single","independent",1992,"none","thrifty-protector","Catholic","student","black",65,"medium",1.69
"U1005",132830,1,1,0,22.183477,-100.959891,"false","abstemious","no preference","family","public","single","independent",1992,"none","thrifty-protector","Catholic","student","black",65,"medium",1.69
"U1005",135076,2,2,1,22.183477,-100.959891,"false","abstemious","no preference","family","public","single","independent",1992,"none","thrifty-protector","Catholic","student","black",65,"medium",1.69
"U1005",135032,2,1,2,22.183477,-100.959891,"false","abstemious","no preference","family","public","single","independent",1992,"none","thrifty-protector","Catholic","student","black",65,"medium",1.69
"U1005",135043,0,2,0,22.183477,-100.959891,"false","abstemious","no preference","family","public","single","independent",1992,"none","thrifty-protector","Catholic","student","black",65,"medium",1.69
"U1005",135041,1,1,1,22.183477,-100.959891,"false","abstemious","no preference","family","public","single","independent",1992,"none","thrifty-protector","Catholic","student","black",65,"medium",1.69
"U1005",135050,1,2,1,22.183477,-100.959891,"false","abstemious","no preference","family","public","single","independent",1992,"none","thrifty-protector","Catholic","student","black",65,"medium",1.69
"U1005",135066,2,1,1,22.183477,-100.959891,"false","abstemious","no preference","family","public","single","independent",1992,"none","thrifty-protector","Catholic","student","black",65,"medium",1.69
"U1005",135042,2,1,2,22.183477,-100.959891,"false","abstemious","no preference","family","public","single","independent",1992,"none","thrifty-protector","Catholic","student","black",65,"medium",1.69
"U1006",135079,1,1,1,22.15,-100.983,"true","social drinker","no preference","friends","car owner","single","independent",1989,"variety","hard-worker","none","student","blue",75,"medium",1.8
"U1006",132572,1,0,1,22.15,-100.983,"true","social drinker","no preference","friends","car owner","single","independent",1989,"variety","hard-worker","none","student","blue",75,"medium",1.8
"U1006",132954,1,1,1,22.15,-100.983,"true","social drinker","no preference","friends","car owner","single","independent",1989,"variety","hard-worker","none","student","blue",75,"medium",1.8
"U1006",135048,1,1,2,22.15,-100.983,"true","social drinker","no preference","friends","car owner","single","independent",1989,"variety","hard-worker","none","student","blue",75,"medium",1.8
"U1006",135026,2,2,2,22.15,-100.983,"true","social drinker","no preference","friends","car owner","single","independent",1989,"variety","hard-worker","none","student","blue",75,"medium",1.8
"U1006",132922,2,1,2,22.15,-100.983,"true","social drinker","no preference","friends","car owner","single","independent",1989,"variety","hard-worker","none","student","blue",75,"medium",1.8
"U1006",135075,1,1,2,22.15,-100.983,"true","social drinker","no preference","friends","car owner","single","independent",1989,"variety","hard-worker","none","student","blue",75,"medium",1.8
"U1006",132884,2,2,2,22.15,-100.983,"true","social drinker","no preference","friends","car owner","single","independent",1989,"variety","hard-worker","none","student","blue",75,"medium",1.8
"U1006",135030,1,1,2,22.15,-100.983,"true","social drinker","no preference","friends","car owner","single","independent",1989,"variety","hard-worker","none","student","blue",75,"medium",1.8
"U1006",132875,2,2,2,22.15,-100.983,"true","social drinker","no preference","friends","car owner","single","independent",1989,"variety","hard-worker","none","student","blue",75,"medium",1.8
"U1006",132825,1,1,1,22.15,-100.983,"true","social drinker","no preference","friends","car owner","single","independent",1989,"variety","hard-worker","none","student","blue",75,"medium",1.8
"U1007",135032,1,1,0,22.118464,-100.938256,"false","casual drinker","informal","solitary","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",60,"low",1.59
"U1007",135038,1,1,0,22.118464,-100.938256,"false","casual drinker","informal","solitary","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",60,"low",1.59
"U1007",135025,1,1,1,22.118464,-100.938256,"false","casual drinker","informal","solitary","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",60,"low",1.59
"U1007",135108,1,1,1,22.118464,-100.938256,"false","casual drinker","informal","solitary","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",60,"low",1.59
"U1007",135058,1,2,1,22.118464,-100.938256,"false","casual drinker","informal","solitary","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",60,"low",1.59
"U1007",135057,1,1,2,22.118464,-100.938256,"false","casual drinker","informal","solitary","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",60,"low",1.59
"U1007",135085,1,2,0,22.118464,-100.938256,"false","casual drinker","informal","solitary","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",60,"low",1.59
"U1007",135086,0,0,0,22.118464,-100.938256,"false","casual drinker","informal","solitary","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",60,"low",1.59
"U1007",132572,1,1,1,22.118464,-100.938256,"false","casual drinker","informal","solitary","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",60,"low",1.59
"U1008",132851,1,1,1,22.122989,-100.923811,"false","social drinker","formal","solitary","public","single","independent",1989,"technology","hard-worker","Catholic","student","green",68,"low",1.72
"U1008",135108,1,1,0,22.122989,-100.923811,"false","social drinker","formal","solitary","public","single","independent",1989,"technology","hard-worker","Catholic","student","green",68,"low",1.72
"U1008",132869,1,1,1,22.122989,-100.923811,"false","social drinker","formal","solitary","public","single","independent",1989,"technology","hard-worker","Catholic","student","green",68,"low",1.72
"U1008",135069,1,1,1,22.122989,-100.923811,"false","social drinker","formal","solitary","public","single","independent",1989,"technology","hard-worker","Catholic","student","green",68,"low",1.72
"U1008",132866,1,1,1,22.122989,-100.923811,"false","social drinker","formal","solitary","public","single","independent",1989,"technology","hard-worker","Catholic","student","green",68,"low",1.72
"U1008",132858,1,2,1,22.122989,-100.923811,"false","social drinker","formal","solitary","public","single","independent",1989,"technology","hard-worker","Catholic","student","green",68,"low",1.72
"U1008",132846,1,1,1,22.122989,-100.923811,"false","social drinker","formal","solitary","public","single","independent",1989,"technology","hard-worker","Catholic","student","green",68,"low",1.72
"U1008",135054,1,1,1,22.122989,-100.923811,"false","social drinker","formal","solitary","public","single","independent",1989,"technology","hard-worker","Catholic","student","green",68,"low",1.72
"U1008",132854,2,2,1,22.122989,-100.923811,"false","social drinker","formal","solitary","public","single","independent",1989,"technology","hard-worker","Catholic","student","green",68,"low",1.72
"U1009",135058,1,1,2,22.159427,-100.990448,"false","abstemious","formal","family","on foot","single","kids",1991,"variety","thrifty-protector","Catholic","student","green",75,"medium",1.78
"U1009",132825,1,1,0,22.159427,-100.990448,"false","abstemious","formal","family","on foot","single","kids",1991,"variety","thrifty-protector","Catholic","student","green",75,"medium",1.78
"U1009",135038,2,2,2,22.159427,-100.990448,"false","abstemious","formal","family","on foot","single","kids",1991,"variety","thrifty-protector","Catholic","student","green",75,"medium",1.78
"U1009",135063,0,0,0,22.159427,-100.990448,"false","abstemious","formal","family","on foot","single","kids",1991,"variety","thrifty-protector","Catholic","student","green",75,"medium",1.78
"U1009",135059,2,1,1,22.159427,-100.990448,"false","abstemious","formal","family","on foot","single","kids",1991,"variety","thrifty-protector","Catholic","student","green",75,"medium",1.78
"U1009",135052,2,1,0,22.159427,-100.990448,"false","abstemious","formal","family","on foot","single","kids",1991,"variety","thrifty-protector","Catholic","student","green",75,"medium",1.78
"U1009",132834,2,2,1,22.159427,-100.990448,"false","abstemious","formal","family","on foot","single","kids",1991,"variety","thrifty-protector","Catholic","student","green",75,"medium",1.78
"U1009",135079,1,2,2,22.159427,-100.990448,"false","abstemious","formal","family","on foot","single","kids",1991,"variety","thrifty-protector","Catholic","student","green",75,"medium",1.78
"U1009",135060,1,1,1,22.159427,-100.990448,"false","abstemious","formal","family","on foot","single","kids",1991,"variety","thrifty-protector","Catholic","student","green",75,"medium",1.78
"U1009",132754,1,2,1,22.159427,-100.990448,"false","abstemious","formal","family","on foot","single","kids",1991,"variety","thrifty-protector","Catholic","student","green",75,"medium",1.78
"U1009",132862,2,1,2,22.159427,-100.990448,"false","abstemious","formal","family","on foot","single","kids",1991,"variety","thrifty-protector","Catholic","student","green",75,"medium",1.78
"U1010",135079,0,0,0,22.190889,-100.998669,"false","social drinker","no preference","friends","car owner","married","kids",1987,"technology","hard-worker","none","student","green",40,"medium",1.67
"U1010",135065,1,1,1,22.190889,-100.998669,"false","social drinker","no preference","friends","car owner","married","kids",1987,"technology","hard-worker","none","student","green",40,"medium",1.67
"U1010",135064,0,2,0,22.190889,-100.998669,"false","social drinker","no preference","friends","car owner","married","kids",1987,"technology","hard-worker","none","student","green",40,"medium",1.67
"U1010",135047,1,1,1,22.190889,-100.998669,"false","social drinker","no preference","friends","car owner","married","kids",1987,"technology","hard-worker","none","student","green",40,"medium",1.67
"U1010",135058,1,0,0,22.190889,-100.998669,"false","social drinker","no preference","friends","car owner","married","kids",1987,"technology","hard-worker","none","student","green",40,"medium",1.67
"U1010",135076,1,2,2,22.190889,-100.998669,"false","social drinker","no preference","friends","car owner","married","kids",1987,"technology","hard-worker","none","student","green",40,"medium",1.67
"U1010",135053,1,1,1,22.190889,-100.998669,"false","social drinker","no preference","friends","car owner","married","kids",1987,"technology","hard-worker","none","student","green",40,"medium",1.67
"U1010",135042,2,2,2,22.190889,-100.998669,"false","social drinker","no preference","friends","car owner","married","kids",1987,"technology","hard-worker","none","student","green",40,"medium",1.67
"U1011",132715,1,1,0,23.724972,-99.152856,"false","abstemious","no preference","family","public","single","independent",1989,"variety","hard-worker","Catholic","student","purple",68,"medium",1.78
"U1011",132564,1,1,1,23.724972,-99.152856,"false","abstemious","no preference","family","public","single","independent",1989,"variety","hard-worker","Catholic","student","purple",68,"medium",1.78
"U1011",132717,2,2,1,23.724972,-99.152856,"false","abstemious","no preference","family","public","single","independent",1989,"variety","hard-worker","Catholic","student","purple",68,"medium",1.78
"U1012",134983,2,2,2,18.813348,-99.243697,"false","casual drinker","formal","family","public","single","independent",1988,"technology","hard-worker","Catholic","student","red",98,"medium",1.84
"U1012",134996,2,2,2,18.813348,-99.243697,"false","casual drinker","formal","family","public","single","independent",1988,"technology","hard-worker","Catholic","student","red",98,"medium",1.84
"U1012",135001,1,1,2,18.813348,-99.243697,"false","casual drinker","formal","family","public","single","independent",1988,"technology","hard-worker","Catholic","student","red",98,"medium",1.84
"U1012",135018,2,2,2,18.813348,-99.243697,"false","casual drinker","formal","family","public","single","independent",1988,"technology","hard-worker","Catholic","student","red",98,"medium",1.84
"U1012",134986,2,2,2,18.813348,-99.243697,"false","casual drinker","formal","family","public","single","independent",1988,"technology","hard-worker","Catholic","student","red",98,"medium",1.84
"U1013",135079,1,1,1,22.174624,-100.993873,"false","abstemious","no preference","friends","public","widow","independent",1982,"retro","thrifty-protector","none","professional","blue",80,"medium",1.75
"U1013",132951,2,2,2,22.174624,-100.993873,"false","abstemious","no preference","friends","public","widow","independent",1982,"retro","thrifty-protector","none","professional","blue",80,"medium",1.75
"U1013",135060,1,1,0,22.174624,-100.993873,"false","abstemious","no preference","friends","public","widow","independent",1982,"retro","thrifty-protector","none","professional","blue",80,"medium",1.75
"U1013",135076,1,1,0,22.174624,-100.993873,"false","abstemious","no preference","friends","public","widow","independent",1982,"retro","thrifty-protector","none","professional","blue",80,"medium",1.75
"U1013",135085,1,2,0,22.174624,-100.993873,"false","abstemious","no preference","friends","public","widow","independent",1982,"retro","thrifty-protector","none","professional","blue",80,"medium",1.75
"U1013",132921,2,2,1,22.174624,-100.993873,"false","abstemious","no preference","friends","public","widow","independent",1982,"retro","thrifty-protector","none","professional","blue",80,"medium",1.75
"U1013",132572,1,1,0,22.174624,-100.993873,"false","abstemious","no preference","friends","public","widow","independent",1982,"retro","thrifty-protector","none","professional","blue",80,"medium",1.75
"U1013",132875,2,2,1,22.174624,-100.993873,"false","abstemious","no preference","friends","public","widow","independent",1982,"retro","thrifty-protector","none","professional","blue",80,"medium",1.75
"U1013",135072,2,1,1,22.174624,-100.993873,"false","abstemious","no preference","friends","public","widow","independent",1982,"retro","thrifty-protector","none","professional","blue",80,"medium",1.75
"U1013",135075,2,2,1,22.174624,-100.993873,"false","abstemious","no preference","friends","public","widow","independent",1982,"retro","thrifty-protector","none","professional","blue",80,"medium",1.75
"U1014",135050,2,2,2,23.751607,-99.170108,"false","abstemious","?","friends","public","single","independent",1990,"none","hard-worker","Catholic","student","blue",53,"medium",1.69
"U1014",132830,2,2,1,23.751607,-99.170108,"false","abstemious","?","friends","public","single","independent",1990,"none","hard-worker","Catholic","student","blue",53,"medium",1.69
"U1014",135076,1,2,1,23.751607,-99.170108,"false","abstemious","?","friends","public","single","independent",1990,"none","hard-worker","Catholic","student","blue",53,"medium",1.69
"U1014",135081,2,1,1,23.751607,-99.170108,"false","abstemious","?","friends","public","single","independent",1990,"none","hard-worker","Catholic","student","blue",53,"medium",1.69
"U1014",135069,1,0,1,23.751607,-99.170108,"false","abstemious","?","friends","public","single","independent",1990,"none","hard-worker","Catholic","student","blue",53,"medium",1.69
"U1014",135066,2,1,2,23.751607,-99.170108,"false","abstemious","?","friends","public","single","independent",1990,"none","hard-worker","Catholic","student","blue",53,"medium",1.69
"U1014",135082,0,0,0,23.751607,-99.170108,"false","abstemious","?","friends","public","single","independent",1990,"none","hard-worker","Catholic","student","blue",53,"medium",1.69
"U1014",135042,1,1,0,23.751607,-99.170108,"false","abstemious","?","friends","public","single","independent",1990,"none","hard-worker","Catholic","student","blue",53,"medium",1.69
"U1014",135057,1,0,2,23.751607,-99.170108,"false","abstemious","?","friends","public","single","independent",1990,"none","hard-worker","Catholic","student","blue",53,"medium",1.69
"U1014",135070,2,2,2,23.751607,-99.170108,"false","abstemious","?","friends","public","single","independent",1990,"none","hard-worker","Catholic","student","blue",53,"medium",1.69
"U1014",135043,1,0,0,23.751607,-99.170108,"false","abstemious","?","friends","public","single","independent",1990,"none","hard-worker","Catholic","student","blue",53,"medium",1.69
"U1015",132877,1,1,2,22.12676,-100.905209,"true","social drinker","informal","family","public","single","independent",1989,"technology","thrifty-protector","Catholic","student","black",87,"medium",1.67
"U1015",132870,0,0,1,22.12676,-100.905209,"true","social drinker","informal","family","public","single","independent",1989,"technology","thrifty-protector","Catholic","student","black",87,"medium",1.67
"U1015",132851,1,1,1,22.12676,-100.905209,"true","social drinker","informal","family","public","single","independent",1989,"technology","thrifty-protector","Catholic","student","black",87,"medium",1.67
"U1015",135071,0,0,0,22.12676,-100.905209,"true","social drinker","informal","family","public","single","independent",1989,"technology","thrifty-protector","Catholic","student","black",87,"medium",1.67
"U1015",132869,2,2,2,22.12676,-100.905209,"true","social drinker","informal","family","public","single","independent",1989,"technology","thrifty-protector","Catholic","student","black",87,"medium",1.67
"U1015",132866,0,1,1,22.12676,-100.905209,"true","social drinker","informal","family","public","single","independent",1989,"technology","thrifty-protector","Catholic","student","black",87,"medium",1.67
"U1015",135054,1,1,1,22.12676,-100.905209,"true","social drinker","informal","family","public","single","independent",1989,"technology","thrifty-protector","Catholic","student","black",87,"medium",1.67
"U1015",132845,1,1,1,22.12676,-100.905209,"true","social drinker","informal","family","public","single","independent",1989,"technology","thrifty-protector","Catholic","student","black",87,"medium",1.67
"U1016",135052,2,2,2,22.156247,-100.977402,"false","casual drinker","informal","friends","on foot","single","independent",1991,"eco-friendly","thrifty-protector","Catholic","student","green",70,"medium",1.67
"U1016",135066,2,2,2,22.156247,-100.977402,"false","casual drinker","informal","friends","on foot","single","independent",1991,"eco-friendly","thrifty-protector","Catholic","student","green",70,"medium",1.67
"U1016",135062,2,2,2,22.156247,-100.977402,"false","casual drinker","informal","friends","on foot","single","independent",1991,"eco-friendly","thrifty-protector","Catholic","student","green",70,"medium",1.67
"U1016",135032,2,2,2,22.156247,-100.977402,"false","casual drinker","informal","friends","on foot","single","independent",1991,"eco-friendly","thrifty-protector","Catholic","student","green",70,"medium",1.67
"U1016",135045,2,2,2,22.156247,-100.977402,"false","casual drinker","informal","friends","on foot","single","independent",1991,"eco-friendly","thrifty-protector","Catholic","student","green",70,"medium",1.67
"U1016",132862,2,2,2,22.156247,-100.977402,"false","casual drinker","informal","friends","on foot","single","independent",1991,"eco-friendly","thrifty-protector","Catholic","student","green",70,"medium",1.67
"U1016",135060,2,2,2,22.156247,-100.977402,"false","casual drinker","informal","friends","on foot","single","independent",1991,"eco-friendly","thrifty-protector","Catholic","student","green",70,"medium",1.67
"U1016",132856,2,2,2,22.156247,-100.977402,"false","casual drinker","informal","friends","on foot","single","independent",1991,"eco-friendly","thrifty-protector","Catholic","student","green",70,"medium",1.67
"U1016",135051,2,2,0,22.156247,-100.977402,"false","casual drinker","informal","friends","on foot","single","independent",1991,"eco-friendly","thrifty-protector","Catholic","student","green",70,"medium",1.67
"U1016",135106,2,2,2,22.156247,-100.977402,"false","casual drinker","informal","friends","on foot","single","independent",1991,"eco-friendly","thrifty-protector","Catholic","student","green",70,"medium",1.67
"U1016",135042,1,2,2,22.156247,-100.977402,"false","casual drinker","informal","friends","on foot","single","independent",1991,"eco-friendly","thrifty-protector","Catholic","student","green",70,"medium",1.67
"U1016",135085,2,2,0,22.156247,-100.977402,"false","casual drinker","informal","friends","on foot","single","independent",1991,"eco-friendly","thrifty-protector","Catholic","student","green",70,"medium",1.67
"U1016",132834,2,2,2,22.156247,-100.977402,"false","casual drinker","informal","friends","on foot","single","independent",1991,"eco-friendly","thrifty-protector","Catholic","student","green",70,"medium",1.67
"U1017",132768,1,1,1,18.952615,-99.201616,"false","casual drinker","formal","family","public","single","?",1991,"retro","hunter-ostentatious","none","professional","orange",79,"medium",1.79
"U1017",134975,2,1,1,18.952615,-99.201616,"false","casual drinker","formal","family","public","single","?",1991,"retro","hunter-ostentatious","none","professional","orange",79,"medium",1.79
"U1017",134983,0,0,1,18.952615,-99.201616,"false","casual drinker","formal","family","public","single","?",1991,"retro","hunter-ostentatious","none","professional","orange",79,"medium",1.79
"U1018",135025,1,1,1,22.190949,-100.917902,"true","casual drinker","formal","friends","public","single","independent",1989,"technology","thrifty-protector","Christian","student","blue",65,"low",1.83
"U1018",135082,2,2,2,22.190949,-100.917902,"true","casual drinker","formal","friends","public","single","independent",1989,"technology","thrifty-protector","Christian","student","blue",65,"low",1.83
"U1018",135062,0,0,1,22.190949,-100.917902,"true","casual drinker","formal","friends","public","single","independent",1989,"technology","thrifty-protector","Christian","student","blue",65,"low",1.83
"U1018",135043,0,0,0,22.190949,-100.917902,"true","casual drinker","formal","friends","public","single","independent",1989,"technology","thrifty-protector","Christian","student","blue",65,"low",1.83
"U1018",135108,1,0,1,22.190949,-100.917902,"true","casual drinker","formal","friends","public","single","independent",1989,"technology","thrifty-protector","Christian","student","blue",65,"low",1.83
"U1018",135069,0,1,1,22.190949,-100.917902,"true","casual drinker","formal","friends","public","single","independent",1989,"technology","thrifty-protector","Christian","student","blue",65,"low",1.83
"U1018",135066,1,1,1,22.190949,-100.917902,"true","casual drinker","formal","friends","public","single","independent",1989,"technology","thrifty-protector","Christian","student","blue",65,"low",1.83
"U1018",135032,1,1,1,22.190949,-100.917902,"true","casual drinker","formal","friends","public","single","independent",1989,"technology","thrifty-protector","Christian","student","blue",65,"low",1.83
"U1018",135057,1,1,0,22.190949,-100.917902,"true","casual drinker","formal","friends","public","single","independent",1989,"technology","thrifty-protector","Christian","student","blue",65,"low",1.83
"U1018",135081,1,1,1,22.190949,-100.917902,"true","casual drinker","formal","friends","public","single","independent",1989,"technology","thrifty-protector","Christian","student","blue",65,"low",1.83
"U1019",135038,0,0,0,22.153385,-100.975294,"false","casual drinker","no preference","family","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",59,"medium",1.6
"U1019",132830,0,0,0,22.153385,-100.975294,"false","casual drinker","no preference","family","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",59,"medium",1.6
"U1019",135076,0,0,0,22.153385,-100.975294,"false","casual drinker","no preference","family","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",59,"medium",1.6
"U1019",132856,0,0,0,22.153385,-100.975294,"false","casual drinker","no preference","family","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",59,"medium",1.6
"U1019",135086,0,0,0,22.153385,-100.975294,"false","casual drinker","no preference","family","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",59,"medium",1.6
"U1019",132834,0,0,0,22.153385,-100.975294,"false","casual drinker","no preference","family","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",59,"medium",1.6
"U1019",135079,0,0,0,22.153385,-100.975294,"false","casual drinker","no preference","family","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",59,"medium",1.6
"U1019",135062,0,0,0,22.153385,-100.975294,"false","casual drinker","no preference","family","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",59,"medium",1.6
"U1019",132921,0,0,0,22.153385,-100.975294,"false","casual drinker","no preference","family","public","single","independent",1989,"variety","thrifty-protector","Catholic","student","purple",59,"medium",1.6
"U1020",134996,1,1,1,18.878189,-99.222969,"false","abstemious","no preference","friends","public","single","independent",1982,"technology","hard-worker","Catholic","professional","blue",40,"medium",1.68
"U1020",135109,2,2,1,18.878189,-99.222969,"false","abstemious","no preference","friends","public","single","independent",1982,"technology","hard-worker","Catholic","professional","blue",40,"medium",1.68
"U1020",135088,1,2,0,18.878189,-99.222969,"false","abstemious","no preference","friends","public","single","independent",1982,"technology","hard-worker","Catholic","professional","blue",40,"medium",1.68
"U1020",132768,2,2,2,18.878189,-99.222969,"false","abstemious","no preference","friends","public","single","independent",1982,"technology","hard-worker","Catholic","professional","blue",40,"medium",1.68
"U1021",132715,2,2,1,23.730569,-99.171883,"false","social drinker","no preference","family","car owner","single","dependent",1984,"none","hard-worker","Catholic","student","purple",108,"medium",1.62
